family,group,metric,n_pos,n_neg,auc,ci_lo,ci_hi,perm_p,bh_q,baseline_auc,delta_auc,delta_ci_lo,delta_ci_hi,beats_baseline,small_n,length_only_auc
Pre-registered,1. positives vs real negatives,contact_prob_sum,23,36,0.7916666666666666,0.6533816425120773,0.9106280193236715,0.00019998000199980003,0.0031996800319968005,0.7403381642512077,0.05132850241545894,-0.061594202898550776,0.16666666666666663,False,False,0.6509661835748792
Pre-registered,1. positives vs real negatives,contact_prob_density,23,36,0.5748792270531401,0.4281400966183575,0.716183574879227,0.33686631336866313,0.38499007242132927,0.7403381642512077,-0.1654589371980676,-0.3417874396135266,0.006038647342995196,False,False,0.6509661835748792
Pre-registered,1. positives vs real negatives,contact_prob_max,23,36,0.6841787439613527,0.5410628019323671,0.8188405797101449,0.0187981201879812,0.0751924807519248,0.7403381642512077,-0.05615942028985499,-0.2119565217391305,0.09782608695652173,False,False,0.6509661835748792
Pre-registered,1. positives vs real negatives,n_contacts_p50,23,36,0.6920289855072463,0.5591787439613527,0.8188405797101449,0.0071992800719928,0.0575942405759424,0.7403381642512077,-0.048309178743961345,-0.2089371980676329,0.11714975845410625,False,False,0.6509661835748792
Pre-registered,1. positives vs real negatives,contact_participation_ratio,23,36,0.6467391304347826,0.49879227053140096,0.785024154589372,0.05849415058494151,0.16478352164783522,0.7403381642512077,-0.09359903381642509,-0.23309178743961356,0.0434782608695653,False,False,0.6509661835748792
Pre-registered,1. positives vs real negatives,plddt_mean,23,36,0.3804347826086957,0.23550724637681159,0.5362318840579711,0.1334866513348665,0.266973302669733,0.7403381642512077,-0.359903381642512,-0.5990338164251208,-0.10990338164251212,False,False,0.6509661835748792
Pre-registered,2a. mutual folding vs hard coiled-coil,iptm,4,6,0.3541666666666667,0.0,0.75,0.5093490650934906,0.8919835289198353,0.3333333333333333,0.02083333333333337,-0.5416666666666667,0.5833333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,chain_pair_iptm,4,6,0.3541666666666667,0.0,0.75,0.5093490650934906,0.8919835289198353,0.3333333333333333,0.02083333333333337,-0.5416666666666667,0.5833333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,ranking_score,4,6,0.4791666666666667,0.08333333333333333,0.875,0.9478052194780522,0.9478052194780522,0.3333333333333333,0.14583333333333337,-0.45833333333333326,0.6666666666666667,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,ptm,4,6,0.3958333333333333,0.0,0.8333333333333334,0.6132386761323868,0.8919835289198353,0.3333333333333333,0.0625,-0.5833333333333333,0.6666666666666667,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,fraction_disordered,4,6,0.5416666666666666,0.125,0.9583333333333334,0.8788121187881212,0.9478052194780522,0.3333333333333333,0.20833333333333331,-0.41666666666666663,0.75,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,chain_pair_pae_min,4,6,0.6458333333333334,0.25,0.9583333333333334,0.47455254474552544,0.8919835289198353,0.3333333333333333,0.31250000000000006,-0.41666666666666663,0.9166666666666666,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,pae_inter_mean,4,6,0.625,0.20833333333333334,1.0,0.6061393860613938,0.8919835289198353,0.3333333333333333,0.2916666666666667,-0.3333333333333333,0.8333333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,pae_inter_p05,4,6,0.625,0.25,0.9166666666666666,0.5533446655334466,0.8919835289198353,0.3333333333333333,0.2916666666666667,-0.37499999999999994,0.875,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,pae_inter_frac_lt10,4,6,0.6666666666666666,0.25,1.0,0.47605239476052397,0.8919835289198353,0.3333333333333333,0.3333333333333333,-0.25,0.8333333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,pae_inter_frac_lt5,4,6,0.7916666666666666,0.4166666666666667,1.0,0.17248275172482752,0.8919835289198353,0.3333333333333333,0.4583333333333333,0.0,0.8333333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,contact_prob_sum,4,6,0.4166666666666667,0.0,0.8333333333333334,0.7639236076392361,0.9478052194780522,0.3333333333333333,0.08333333333333337,-0.5416666666666666,0.6666666666666667,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,contact_prob_density,4,6,0.75,0.375,1.0,0.25707429257074293,0.8919835289198353,0.3333333333333333,0.4166666666666667,-0.125,0.875,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,contact_prob_max,4,6,0.5208333333333334,0.16666666666666666,0.9166666666666666,0.9271072892710729,0.9478052194780522,0.3333333333333333,0.18750000000000006,-0.45833333333333326,0.75,False,False,0.4166666666666667
