family,group,metric,n_pos,n_neg,auc,ci_lo,ci_hi,perm_p,bh_q,baseline_auc,delta_auc,delta_ci_lo,delta_ci_hi,beats_baseline,small_n,length_only_auc
Pre-registered,2a. mutual folding vs hard coiled-coil,n_contacts_p50,4,6,0.4583333333333333,0.0,0.8333333333333334,0.8293170682931706,0.9478052194780522,0.3333333333333333,0.125,-0.5208333333333333,0.7083333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,contact_participation_ratio,4,6,0.7083333333333334,0.25,1.0,0.300969903009699,0.8919835289198353,0.3333333333333333,0.37500000000000006,-0.16666666666666666,0.8333333333333334,False,False,0.4166666666666667
Pre-registered,2a. mutual folding vs hard coiled-coil,plddt_mean,4,6,0.20833333333333334,0.0,0.5416666666666666,0.17278272172782722,0.8919835289198353,0.3333333333333333,-0.12499999999999997,-0.6666666666666666,0.41666666666666674,False,False,0.4166666666666667
Pre-registered,2b. fuzzy positives vs real negatives,iptm,19,30,0.6631578947368421,0.5070175438596491,0.8114035087719298,0.054894510548945105,0.09776800097768001,0.7947368421052632,-0.13157894736842113,-0.29736842105263156,0.033333333333333326,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,chain_pair_iptm,19,30,0.6631578947368421,0.5070175438596491,0.8114035087719298,0.054894510548945105,0.09776800097768001,0.7947368421052632,-0.13157894736842113,-0.29736842105263156,0.033333333333333326,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,ranking_score,19,30,0.624561403508772,0.45789473684210524,0.7850877192982456,0.1483851614838516,0.1978468819784688,0.7947368421052632,-0.1701754385964912,-0.3570175438596492,0.024561403508771895,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,ptm,19,30,0.531578947368421,0.3631578947368421,0.6982456140350877,0.7248275172482752,0.7248275172482752,0.7947368421052632,-0.26315789473684215,-0.4824561403508772,-0.023684210526315752,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,fraction_disordered,19,30,0.41754385964912283,0.26228070175438595,0.5798245614035088,0.31826817318268175,0.363735055065922,0.7947368421052632,-0.37719298245614036,-0.5824561403508772,-0.14298245614035093,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,chain_pair_pae_min,19,30,0.7596491228070176,0.6017543859649123,0.8947368421052632,0.0021997800219978004,0.008799120087991202,0.7947368421052632,-0.03508771929824561,-0.1947368421052632,0.11578947368421055,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,pae_inter_mean,19,30,0.5578947368421052,0.39649122807017545,0.7192982456140351,0.5064493550644935,0.5402126454021264,0.7947368421052632,-0.23684210526315796,-0.4245614035087719,-0.04385964912280704,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,pae_inter_p05,19,30,0.624561403508772,0.4649122807017544,0.7789473684210526,0.142985701429857,0.1978468819784688,0.7947368421052632,-0.1701754385964912,-0.356140350877193,0.01403508771929829,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,pae_inter_frac_lt10,19,30,0.6736842105263158,0.5280701754385965,0.8175438596491228,0.023297670232976703,0.06212712062127121,0.7947368421052632,-0.12105263157894741,-0.27719298245614044,0.03157894736842104,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,pae_inter_frac_lt5,19,30,0.6736842105263158,0.5421052631578948,0.8070175438596491,0.0086991300869913,0.027837216278372164,0.7947368421052632,-0.12105263157894741,-0.27543859649122804,0.04035087719298236,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,contact_prob_sum,19,30,0.8026315789473685,0.6473684210526316,0.9298245614035088,0.0004999500049995,0.003999600039996,0.7947368421052632,0.007894736842105288,-0.11228070175438598,0.11842105263157898,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,contact_prob_density,19,30,0.5929824561403508,0.43157894736842106,0.7508771929824561,0.27847215278472154,0.34273495727350345,0.7947368421052632,-0.20175438596491235,-0.36578947368421055,-0.0429824561403509,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,contact_prob_max,19,30,0.7657894736842106,0.6114035087719298,0.9,0.0012998700129987,0.0069326400693264,0.7947368421052632,-0.02894736842105261,-0.15877192982456145,0.0964912280701754,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,n_contacts_p50,19,30,0.7421052631578947,0.606140350877193,0.8701754385964913,0.0004999500049995,0.003999600039996,0.7947368421052632,-0.052631578947368474,-0.19824561403508778,0.0859649122807018,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,contact_participation_ratio,19,30,0.6517543859649123,0.49298245614035086,0.8,0.07579242075792421,0.12126787321267873,0.7947368421052632,-0.14298245614035088,-0.29824561403508776,0.00877192982456143,False,False,0.7
Pre-registered,2b. fuzzy positives vs real negatives,plddt_mean,19,30,0.3385964912280702,0.18771929824561404,0.5070175438596491,0.05499450054994501,0.09776800097768001,0.7947368421052632,-0.456140350877193,-0.6964912280701755,-0.18421052631578938,False,False,0.7
Pre-registered,3. positives vs gold negatives,iptm,23,8,0.23369565217391305,0.06521739130434782,0.44565217391304346,0.025397460253974602,0.05805133772337052,0.6902173913043478,-0.4565217391304347,-0.7038043478260869,-0.17119565217391303,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,chain_pair_iptm,23,8,0.23369565217391305,0.06521739130434782,0.44565217391304346,0.025397460253974602,0.05805133772337052,0.6902173913043478,-0.4565217391304347,-0.7038043478260869,-0.17119565217391303,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,ranking_score,23,8,0.33152173913043476,0.125,0.5625,0.1643835616438356,0.26301369863013696,0.6902173913043478,-0.358695652173913,-0.6548913043478262,-0.021739130434782594,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,ptm,23,8,0.20108695652173914,0.05434782608695652,0.3804347826086957,0.0108989101089891,0.05151484851514848,0.6902173913043478,-0.48913043478260865,-0.7364130434782609,-0.19021739130434778,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,fraction_disordered,23,8,0.30434782608695654,0.1358695652173913,0.5,0.09919008099190081,0.19838016198380162,0.6902173913043478,-0.38586956521739124,-0.6358695652173914,-0.0842391304347826,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,chain_pair_pae_min,23,8,0.42391304347826086,0.20652173913043478,0.6630434782608695,0.5496450354964504,0.5862880378628804,0.6902173913043478,-0.2663043478260869,-0.5434782608695652,0.03260869565217395,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,pae_inter_mean,23,8,0.15760869565217392,0.03260869565217391,0.30978260869565216,0.0035996400359964,0.05151484851514848,0.6902173913043478,-0.5326086956521738,-0.7771739130434783,-0.2391304347826087,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,pae_inter_p05,23,8,0.21195652173913043,0.07065217391304347,0.3967391304347826,0.0160983901609839,0.05151484851514848,0.6902173913043478,-0.47826086956521735,-0.7228260869565217,-0.19565217391304346,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,pae_inter_frac_lt10,23,8,0.3695652173913043,0.125,0.625,0.28577142285771423,0.41566752415667524,0.6902173913043478,-0.32065217391304346,-0.625,0.0,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,pae_inter_frac_lt5,23,8,0.39402173913043476,0.15217391304347827,0.6413043478260869,0.37136286371362864,0.42441470138700416,0.6902173913043478,-0.296195652173913,-0.6032608695652174,0.02717391304347827,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,contact_prob_sum,23,8,0.6793478260869565,0.4891304347826087,0.8586956521739131,0.1451854814518548,0.2581075225810752,0.6902173913043478,-0.010869565217391242,-0.19021739130434784,0.18478260869565222,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,contact_prob_density,23,8,0.21195652173913043,0.07065217391304347,0.3804347826086957,0.0160983901609839,0.05151484851514848,0.6902173913043478,-0.47826086956521735,-0.7336956521739131,-0.18478260869565216,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,contact_prob_max,23,8,0.3858695652173913,0.16304347826086957,0.625,0.3541645835416458,0.42441470138700416,0.6902173913043478,-0.3043478260869565,-0.5679347826086956,-0.021739130434782594,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,n_contacts_p50,23,8,0.4891304347826087,0.26358695652173914,0.7119565217391305,0.9385061493850615,0.9385061493850615,0.6902173913043478,-0.20108695652173908,-0.47282608695652173,0.07880434782608697,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,contact_participation_ratio,23,8,0.6195652173913043,0.3804347826086957,0.842391304347826,0.3424657534246575,0.42441470138700416,0.6902173913043478,-0.07065217391304346,-0.34239130434782605,0.20108695652173914,False,False,0.8913043478260869
Pre-registered,3. positives vs gold negatives,plddt_mean,23,8,0.20652173913043478,0.05434782608695652,0.40217391304347827,0.013898610138986101,0.05151484851514848,0.6902173913043478,-0.48369565217391297,-0.75,-0.14673913043478265,False,False,0.8913043478260869
Pre-registered,4. positives vs scrambles,iptm,23,8,0.657608695652174,0.41304347826086957,0.875,0.18548145185481452,0.3046095390460954,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,chain_pair_iptm,23,8,0.657608695652174,0.41304347826086957,0.875,0.18548145185481452,0.3046095390460954,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,ranking_score,23,8,0.6956521739130435,0.4429347826086957,0.9184782608695652,0.10378962103789621,0.27677232276772323,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,ptm,23,8,0.6168478260869565,0.3804347826086957,0.8369565217391305,0.33726627337266274,0.44635536446355367,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,fraction_disordered,23,8,0.391304347826087,0.1793478260869565,0.6086956521739131,0.36266373362663734,0.44635536446355367,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,chain_pair_pae_min,23,8,0.7880434782608695,0.6141304347826086,0.9347826086956522,0.014898510148985102,0.07945872079458721,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,pae_inter_mean,23,8,0.5706521739130435,0.31521739130434784,0.8097826086956522,0.5866413358664133,0.6151384861513849,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,pae_inter_p05,23,8,0.6358695652173914,0.391304347826087,0.8532608695652174,0.26587341265873415,0.3867249638672497,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,pae_inter_frac_lt10,23,8,0.6793478260869565,0.44565217391304346,0.8913043478260869,0.12318768123187682,0.28157184281571845,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,pae_inter_frac_lt5,23,8,0.7255434782608695,0.5380434782608695,0.8695652173913043,0.0395960403959604,0.1267073292670733,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,contact_prob_sum,23,8,0.7907608695652174,0.6195652173913043,0.9293478260869565,0.0136986301369863,0.07945872079458721,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,contact_prob_density,23,8,0.592391304347826,0.3451086956521739,0.8206521739130435,0.46485351464853514,0.5312611595983259,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,contact_prob_max,23,8,0.7989130434782609,0.6331521739130435,0.9320652173913043,0.010498950104989501,0.07945872079458721,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,n_contacts_p50,23,8,0.7554347826086957,0.592391304347826,0.8913043478260869,0.025097490250974904,0.10038996100389962,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,contact_participation_ratio,23,8,0.5625,0.29347826086956524,0.8233695652173914,0.6151384861513849,0.6151384861513849,,,,,,False,0.6141304347826086
Pre-registered,4. positives vs scrambles,plddt_mean,23,8,0.6630434782608695,0.391304347826087,0.8967391304347826,0.19038096190380963,0.3046095390460954,,,,,,False,0.6141304347826086
By pair type,Homotypic only,iptm,14,13,0.5741758241758241,0.33516483516483514,0.7912087912087912,0.5286471352864713,0.6506426280448878,0.8956043956043956,-0.3214285714285715,-0.5686813186813187,-0.09065934065934067,False,False,0.7472527472527473
By pair type,Homotypic only,chain_pair_iptm,14,13,0.5741758241758241,0.33516483516483514,0.7912087912087912,0.5286471352864713,0.6506426280448878,0.8956043956043956,-0.3214285714285715,-0.5686813186813187,-0.09065934065934067,False,False,0.7472527472527473
By pair type,Homotypic only,ranking_score,14,13,0.6510989010989011,0.42857142857142855,0.8571428571428571,0.19588041195880412,0.34823184348231845,0.8956043956043956,-0.24450549450549453,-0.4835164835164836,-0.030219780219780223,False,False,0.7472527472527473
By pair type,Homotypic only,ptm,14,13,0.41208791208791207,0.18681318681318682,0.6428571428571429,0.4537546245375462,0.6506426280448878,0.8956043956043956,-0.4835164835164836,-0.7252747252747254,-0.22527472527472525,False,False,0.7472527472527473
By pair type,Homotypic only,fraction_disordered,14,13,0.30494505494505497,0.11538461538461539,0.5164835164835165,0.07079292070792921,0.22653734626537347,0.8956043956043956,-0.5906593406593407,-0.8296703296703297,-0.3159340659340659,False,False,0.7472527472527473
By pair type,Homotypic only,chain_pair_pae_min,14,13,0.8021978021978022,0.6153846153846154,0.945054945054945,0.006299370062993701,0.025197480251974803,0.8956043956043956,-0.09340659340659341,-0.3076923076923077,0.09890109890109888,False,False,0.7472527472527473
By pair type,Homotypic only,pae_inter_mean,14,13,0.46153846153846156,0.22527472527472528,0.6868131868131868,0.7601239876012399,0.8687131286871314,0.8956043956043956,-0.4340659340659341,-0.6868131868131868,-0.17582417582417575,False,False,0.7472527472527473
By pair type,Homotypic only,pae_inter_p05,14,13,0.5824175824175825,0.35714285714285715,0.7967032967032966,0.47205279472052797,0.6506426280448878,0.8956043956043956,-0.3131868131868132,-0.5604395604395604,-0.06593406593406603,False,False,0.7472527472527473
By pair type,Homotypic only,pae_inter_frac_lt10,14,13,0.6868131868131868,0.4697802197802198,0.8846153846153846,0.10128987101289871,0.261973802619738,0.8956043956043956,-0.20879120879120883,-0.46153846153846145,0.03296703296703296,False,False,0.7472527472527473
By pair type,Homotypic only,pae_inter_frac_lt5,14,13,0.6648351648351648,0.45604395604395603,0.8571428571428571,0.1307869213078692,0.261973802619738,0.8956043956043956,-0.23076923076923084,-0.4807692307692307,0.019230769230769273,False,False,0.7472527472527473
By pair type,Homotypic only,contact_prob_sum,14,13,0.9230769230769231,0.8021978021978022,1.0,0.00019998000199980003,0.0031996800319968005,0.8956043956043956,0.027472527472527486,-0.10989010989010983,0.1648351648351648,False,False,0.7472527472527473
By pair type,Homotypic only,contact_prob_density,14,13,0.4945054945054945,0.2692307692307692,0.7252747252747253,0.9814018598140186,0.9814018598140186,0.8956043956043956,-0.4010989010989011,-0.6483516483516484,-0.1428571428571428,False,False,0.7472527472527473
By pair type,Homotypic only,contact_prob_max,14,13,0.8241758241758241,0.6373626373626373,0.967032967032967,0.0029997000299970002,0.015998400159984,0.8956043956043956,-0.07142857142857151,-0.2582417582417582,0.09340659340659341,False,False,0.7472527472527473
By pair type,Homotypic only,n_contacts_p50,14,13,0.8186813186813187,0.6373626373626373,0.9560439560439561,0.0028997100289971,0.015998400159984,0.8956043956043956,-0.07692307692307698,-0.2637362637362638,0.10439560439560436,False,False,0.7472527472527473
By pair type,Homotypic only,contact_participation_ratio,14,13,0.510989010989011,0.29120879120879123,0.7362637362637363,0.9423057694230577,0.9814018598140186,0.8956043956043956,-0.3846153846153847,-0.6153846153846154,-0.14835164835164838,False,False,0.7472527472527473
By pair type,Homotypic only,plddt_mean,14,13,0.3241758241758242,0.12087912087912088,0.5439560439560439,0.130986901309869,0.261973802619738,0.8956043956043956,-0.5714285714285714,-0.8406593406593407,-0.2637362637362637,False,False,0.7472527472527473
By pair type,Heterotypic only,iptm,9,23,0.572463768115942,0.3671497584541063,0.7777777777777778,0.5434456554344566,0.8754033687540338,0.6231884057971014,-0.050724637681159424,-0.2946859903381642,0.2125603864734299,False,False,0.5700483091787439
By pair type,Heterotypic only,chain_pair_iptm,9,23,0.572463768115942,0.3671497584541063,0.7777777777777778,0.5434456554344566,0.8754033687540338,0.6231884057971014,-0.050724637681159424,-0.2946859903381642,0.2125603864734299,False,False,0.5700483091787439
By pair type,Heterotypic only,ranking_score,9,23,0.49516908212560384,0.26811594202898553,0.717391304347826,0.9758024197580242,0.9758024197580242,0.6231884057971014,-0.1280193236714976,-0.41545893719806765,0.18357487922705312,False,False,0.5700483091787439
By pair type,Heterotypic only,ptm,9,23,0.6135265700483091,0.39371980676328505,0.8285024154589372,0.33856614338566143,0.8754033687540338,0.6231884057971014,-0.009661835748792313,-0.2946859903381642,0.2874396135265701,False,False,0.5700483091787439
By pair type,Heterotypic only,fraction_disordered,9,23,0.5652173913043478,0.35507246376811596,0.7657004830917874,0.5878412158784122,0.8754033687540338,0.6231884057971014,-0.05797101449275366,-0.31884057971014496,0.2125603864734299,False,False,0.5700483091787439
By pair type,Heterotypic only,chain_pair_pae_min,9,23,0.5845410628019324,0.34782608695652173,0.8164251207729468,0.47215278472152783,0.8754033687540338,0.6231884057971014,-0.03864734299516903,-0.3333333333333333,0.25120772946859904,False,False,0.5700483091787439
By pair type,Heterotypic only,pae_inter_mean,9,23,0.5169082125603864,0.2898550724637681,0.7342995169082126,0.9015098490150985,0.9758024197580242,0.6231884057971014,-0.106280193236715,-0.42512077294685985,0.20289855072463764,False,False,0.5700483091787439
By pair type,Heterotypic only,pae_inter_p05,9,23,0.5265700483091788,0.30917874396135264,0.7439613526570048,0.8333166683331666,0.9758024197580242,0.6231884057971014,-0.09661835748792269,-0.4106280193236715,0.2173913043478261,False,False,0.5700483091787439
By pair type,Heterotypic only,pae_inter_frac_lt10,9,23,0.5289855072463768,0.34299516908212563,0.7294685990338164,0.7878212178782121,0.9758024197580242,0.6231884057971014,-0.09420289855072461,-0.3285024154589372,0.14009661835748788,False,False,0.5700483091787439
By pair type,Heterotypic only,pae_inter_frac_lt5,9,23,0.572463768115942,0.3864734299516908,0.7608695652173914,0.47055294470552944,0.8754033687540338,0.6231884057971014,-0.050724637681159424,-0.28019323671497576,0.18357487922705307,False,False,0.5700483091787439
By pair type,Heterotypic only,contact_prob_sum,9,23,0.6304347826086957,0.4057971014492754,0.8357487922705314,0.26247375262473754,0.8754033687540338,0.6231884057971014,0.007246376811594235,-0.2028985507246377,0.21980676328502424,False,False,0.5700483091787439
By pair type,Heterotypic only,contact_prob_density,9,23,0.5603864734299517,0.34057971014492755,0.7729468599033816,0.6018398160183982,0.8754033687540338,0.6231884057971014,-0.0628019323671497,-0.30917874396135264,0.1908212560386474,False,False,0.5700483091787439
By pair type,Heterotypic only,contact_prob_max,9,23,0.5628019323671497,0.36231884057971014,0.7608695652173914,0.6004399560043996,0.8754033687540338,0.6231884057971014,-0.06038647342995174,-0.2971014492753623,0.18357487922705318,False,False,0.5700483091787439
By pair type,Heterotypic only,n_contacts_p50,9,23,0.5531400966183575,0.37681159420289856,0.7391304347826086,0.5984401559844016,0.8754033687540338,0.6231884057971014,-0.07004830917874394,-0.2995169082125604,0.16908212560386476,False,False,0.5700483091787439
By pair type,Heterotypic only,contact_participation_ratio,9,23,0.6739130434782609,0.45893719806763283,0.8743961352657005,0.1294870512948705,0.8754033687540338,0.6231884057971014,0.050724637681159424,-0.15458937198067635,0.27053140096618356,False,False,0.5700483091787439
By pair type,Heterotypic only,plddt_mean,9,23,0.5072463768115942,0.30434782608695654,0.7101449275362319,0.949005099490051,0.9758024197580242,0.6231884057971014,-0.1159420289855072,-0.4202898550724638,0.19806763285024154,False,False,0.5700483091787439
By negative type,vs noncognate,iptm,23,10,0.8282608695652174,0.658695652173913,0.9586956521739131,0.0024997500249975004,0.004999500049995001,0.6956521739130435,0.13260869565217392,-0.13260869565217392,0.408695652173913,False,False,0.49130434782608695
By negative type,vs noncognate,chain_pair_iptm,23,10,0.8282608695652174,0.658695652173913,0.9586956521739131,0.0024997500249975004,0.004999500049995001,0.6956521739130435,0.13260869565217392,-0.13260869565217392,0.408695652173913,False,False,0.49130434782608695
By negative type,vs noncognate,ranking_score,23,10,0.7673913043478261,0.5869565217391305,0.9173913043478261,0.014998500149985002,0.019998000199980003,0.6956521739130435,0.07173913043478264,-0.1978260869565217,0.35652173913043483,False,False,0.49130434782608695
By negative type,vs noncognate,ptm,23,10,0.6326086956521739,0.42391304347826086,0.8152173913043478,0.24397560243975602,0.27882925993114976,0.6956521739130435,-0.06304347826086953,-0.3782608695652174,0.2630434782608696,False,False,0.49130434782608695
By negative type,vs noncognate,fraction_disordered,23,10,0.40652173913043477,0.20434782608695654,0.6217391304347826,0.390960903909609,0.41702496417024965,0.6956521739130435,-0.2891304347826087,-0.5739130434782609,0.0,False,False,0.49130434782608695
By negative type,vs noncognate,chain_pair_pae_min,23,10,0.8565217391304348,0.717391304347826,0.9652173913043478,0.0006999300069993001,0.0035196480351964805,0.6956521739130435,0.16086956521739137,-0.06521739130434778,0.3956521739130435,False,False,0.49130434782608695
By negative type,vs noncognate,pae_inter_mean,23,10,0.7869565217391304,0.6043478260869565,0.9347826086956522,0.007999200079992,0.011635200116352001,0.6956521739130435,0.09130434782608698,-0.13913043478260867,0.33043478260869563,False,False,0.49130434782608695
By negative type,vs noncognate,pae_inter_p05,23,10,0.808695652173913,0.6391304347826087,0.9478260869565217,0.004199580041995801,0.007465920074659201,0.6956521739130435,0.11304347826086958,-0.12608695652173918,0.3652173913043478,False,False,0.49130434782608695
By negative type,vs noncognate,pae_inter_frac_lt10,23,10,0.7869565217391304,0.6391304347826087,0.9130434782608695,0.005599440055994401,0.008959104089591042,0.6956521739130435,0.09130434782608698,-0.13478260869565217,0.3413043478260869,False,False,0.49130434782608695
By negative type,vs noncognate,pae_inter_frac_lt5,23,10,0.8043478260869565,0.6956521739130435,0.9130434782608695,0.0024997500249975004,0.004999500049995001,0.6956521739130435,0.10869565217391308,-0.10434782608695647,0.33913043478260874,False,False,0.49130434782608695
By negative type,vs noncognate,contact_prob_sum,23,10,0.8739130434782608,0.7369565217391304,0.9739130434782609,0.00029997000299970003,0.0023997600239976003,0.6956521739130435,0.17826086956521736,-0.019565217391304346,0.3913043478260869,False,False,0.49130434782608695
By negative type,vs noncognate,contact_prob_density,23,10,0.8347826086956521,0.6804347826086956,0.9521739130434783,0.0008999100089991,0.0035196480351964805,0.6956521739130435,0.13913043478260867,-0.05217391304347829,0.34347826086956523,False,False,0.49130434782608695
By negative type,vs noncognate,contact_prob_max,23,10,0.8804347826086957,0.75,0.9760869565217392,0.00019998000199980003,0.0023997600239976003,0.6956521739130435,0.18478260869565222,-0.017391304347826098,0.4043478260869565,False,False,0.49130434782608695
By negative type,vs noncognate,n_contacts_p50,23,10,0.8260869565217391,0.717391304347826,0.9130434782608695,0.0010998900109989002,0.0035196480351964805,0.6956521739130435,0.13043478260869568,-0.07391304347826089,0.3608695652173912,False,False,0.49130434782608695
By negative type,vs noncognate,contact_participation_ratio,23,10,0.7347826086956522,0.5391304347826087,0.9,0.0364963503649635,0.044918585064570464,0.6956521739130435,0.03913043478260869,-0.17826086956521747,0.24347826086956526,False,False,0.49130434782608695
By negative type,vs noncognate,plddt_mean,23,10,0.4956521739130435,0.29130434782608694,0.6956521739130435,0.9858014198580142,0.9858014198580142,0.6956521739130435,-0.19999999999999996,-0.4913043478260869,0.11739130434782608,False,False,0.49130434782608695
By negative type,vs cross_kingdom,iptm,23,5,0.8869565217391304,0.7434782608695653,0.9956521739130435,0.004999500049995001,0.013332000133320003,0.8434782608695652,0.04347826086956519,-0.09130434782608687,0.18695652173913047,False,False,0.4
By negative type,vs cross_kingdom,chain_pair_iptm,23,5,0.8869565217391304,0.7434782608695653,0.9956521739130435,0.004999500049995001,0.013332000133320003,0.8434782608695652,0.04347826086956519,-0.09130434782608687,0.18695652173913047,False,False,0.4
By negative type,vs cross_kingdom,ranking_score,23,5,0.7,0.5130434782608696,0.8695652173913043,0.18548145185481452,0.1978468819784688,0.8434782608695652,-0.14347826086956528,-0.34782608695652173,0.07391304347826089,False,False,0.4
By negative type,vs cross_kingdom,ptm,23,5,0.7739130434782608,0.5565217391304348,0.9565217391304348,0.05829417058294171,0.07174667148669749,0.8434782608695652,-0.06956521739130439,-0.27826086956521745,0.13478260869565217,False,False,0.4
By negative type,vs cross_kingdom,fraction_disordered,23,5,0.7608695652173914,0.6521739130434783,0.8695652173913043,0.0725927407259274,0.08296313225820275,0.8434782608695652,-0.08260869565217388,-0.25652173913043474,0.13478260869565217,False,False,0.4
By negative type,vs cross_kingdom,chain_pair_pae_min,23,5,0.9043478260869565,0.7739130434782608,1.0,0.0033996600339966003,0.013332000133320003,0.8434782608695652,0.060869565217391286,-0.09565217391304348,0.22608695652173916,False,False,0.4
By negative type,vs cross_kingdom,pae_inter_mean,23,5,0.8521739130434782,0.6086956521739131,1.0,0.013298670132986702,0.023642080236420802,0.8434782608695652,0.008695652173912993,-0.18260869565217397,0.18260869565217397,False,False,0.4
By negative type,vs cross_kingdom,pae_inter_p05,23,5,0.8869565217391304,0.7217391304347827,1.0,0.0047995200479952005,0.013332000133320003,0.8434782608695652,0.04347826086956519,-0.10434782608695659,0.19999999999999996,False,False,0.4
By negative type,vs cross_kingdom,pae_inter_frac_lt10,23,5,0.8478260869565217,0.7608695652173914,0.9347826086956522,0.0150984901509849,0.024157584241575842,0.8434782608695652,0.004347826086956497,-0.14347826086956517,0.18260869565217397,False,False,0.4
By negative type,vs cross_kingdom,pae_inter_frac_lt5,23,5,0.8043478260869565,0.6956521739130435,0.8913043478260869,0.036896310368963105,0.04919508049195081,0.8434782608695652,-0.03913043478260869,-0.19130434782608696,0.15217391304347827,False,False,0.4
By negative type,vs cross_kingdom,contact_prob_sum,23,5,0.9260869565217391,0.8043478260869565,1.0,0.0012998700129987,0.011198880111988802,0.8434782608695652,0.08260869565217388,-0.02608695652173909,0.21739130434782605,False,False,0.4
By negative type,vs cross_kingdom,contact_prob_density,23,5,0.8521739130434782,0.6173913043478261,1.0,0.012698730126987301,0.023642080236420802,0.8434782608695652,0.008695652173912993,-0.15652173913043477,0.14782608695652166,False,False,0.4
By negative type,vs cross_kingdom,contact_prob_max,23,5,0.9304347826086956,0.8130434782608695,1.0,0.0013998600139986002,0.011198880111988802,0.8434782608695652,0.08695652173913038,-0.021739130434782594,0.21739130434782616,False,False,0.4
By negative type,vs cross_kingdom,n_contacts_p50,23,5,0.8260869565217391,0.717391304347826,0.9130434782608695,0.024797520247975203,0.0360691203606912,0.8434782608695652,-0.017391304347826098,-0.16956521739130426,0.16956521739130426,False,False,0.4
By negative type,vs cross_kingdom,contact_participation_ratio,23,5,0.8565217391304348,0.6260869565217392,1.0,0.0110988901109889,0.023642080236420802,0.8434782608695652,0.013043478260869601,-0.12173913043478257,0.15652173913043477,False,False,0.4
By negative type,vs cross_kingdom,plddt_mean,23,5,0.391304347826087,0.2,0.6086956521739131,0.4871512848715128,0.4871512848715128,0.8434782608695652,-0.45217391304347826,-0.6956521739130435,-0.1913043478260869,False,False,0.4
By negative type,vs charge_repulsive,iptm,23,2,0.967391304347826,0.8695652173913043,1.0,,,0.8260869565217391,0.14130434782608692,0.021739130434782594,0.30434782608695654,True,True,0.782608695652174
By negative type,vs charge_repulsive,chain_pair_iptm,23,2,0.967391304347826,0.8695652173913043,1.0,,,0.8260869565217391,0.14130434782608692,0.021739130434782594,0.30434782608695654,True,True,0.782608695652174
By negative type,vs charge_repulsive,ranking_score,23,2,0.9565217391304348,0.8695652173913043,1.0,,,0.8260869565217391,0.13043478260869568,0.0,0.30434782608695654,False,True,0.782608695652174
By negative type,vs charge_repulsive,ptm,23,2,0.9130434782608695,0.782608695652174,1.0,,,0.8260869565217391,0.08695652173913038,-0.08695652173913038,0.26086956521739135,False,True,0.782608695652174
